X,Y,gid,Name,description,tessellate
27.3414630248041,37.9378854766417,"1","2",,"1"
27.3606204517514,37.918535047764,"2","2",,"1"
27.3698490085749,37.9010609751452,"3","2",,"1"
27.5035109949796,37.9193714950542,"4","3",,"1"
27.5277395452925,37.9439680412198,"5","3",,"1"
27.4174679826337,37.7649559868278,"6","2",,"1"
27.4524675244075,37.7799550131249,"7","2",,"1"
27.4710864716848,37.7987384494283,"8","2",,"1"
27.489306,37.827746,"9","2",,"1"
27.413402,37.848447,"10","2",,"1"
27.4536469883133,37.8640594965763,"11","2",,"1"
27.4072990288304,37.8337515131031,"12","2",,"1"
27.377268121386,37.8296640213511,"13","2",,"1"
27.274087748716,37.8148304396958,"14","2",,"1"
27.28765198821,37.8177829941635,"15","2",,"1"
27.2952222125001,37.8204484933721,"16","2",,"1"
27.3155369913726,37.8204349968197,"17","2",,"1"
27.3412939986739,37.8295424998345,"18","2",,"1"
27.2920106751997,37.729127497202,"19","3",,"1"
27.315527006391,37.7298820017244,"20","3",,"1"
27.281474,37.727755,"21","3",,"1"
27.2646235,37.7256545,"22","3",,"1"
27.2764305042599,37.7219240022414,"23","3",,"1"
27.2608410050219,37.7185095006402,"24","3",,"1"
27.2529935230461,37.7172605046046,"25","3",,"1"
27.226934985746,37.7172864986453,"26","3",,"1"
27.219985547872,37.6263270698221,"27","1",,"1"
27.2287745,37.6315355,"28","1",,"1"
27.2514065018571,37.6466855043937,"29","1",,"1"
27.2538754501439,37.6499074812577,"30","1",,"1"
27.2740385302583,37.6514515070976,"31","1",,"1"
27.2795549677183,37.6535169825087,"32","1",,"1"
27.2918210128019,37.6554515104956,"33","1",,"1"
27.2955059628908,37.6580899804365,"34","1",,"1"
27.3030825273917,37.6601970236923,"35","1",,"1"
27.3053314516892,37.6627174809743,"36","1",,"1"
27.3141920216806,37.6651430166205,"37","1",,"1"
27.3204535273436,37.6683025084494,"38","1",,"1"
27.333498,37.672356,"39","1",,"1"
27.3396390257068,37.674713013761,"40","1",,"1"
27.3535925043837,37.6879355462089,"41","1",,"1"
27.3670685,37.7021405,"42","1",,"1"
27.3895194989664,37.7230639984116,"43","1",,"1"
27.399812,37.744042,"44","1",,"1"
27.3960050018911,37.7328240036626,"45","1",,"1"
27.3931865070551,37.724505510652,"46","1",,"1"
27.3867819521548,37.7177889569394,"47","1",,"1"
27.2575595208329,37.6445275189706,"48","1",,"1"
27.2170259950748,37.6233669972285,"49","1",,"1"
27.2170715194915,37.6237145112935,"50","1",,"1"
27.5269709943582,37.8952750024306,"51","2",,"1"
27.5313799926095,37.8951520014619,"52","2",,"1"
27.5546214888856,37.8872160090279,"53","2",,"1"
27.5542639729142,37.8863310205937,"54","2",,"1"
27.5577249954299,37.8833005032746,"55","2",,"1"
27.578257591277,37.878236510468,"56","2",,"1"
27.5830490276322,37.8790850093047,"57","2",,"1"
27.5860854791305,37.8786139949344,"58","2",,"1"
27.592569506326,37.8794570009849,"59","2",,"1"
27.6029559888816,37.8812160029249,"60","2",,"1"
27.6405410612911,37.8826074384328,"61","2",,"1"
27.6273399985563,37.8953610007742,"62","2",,"1"
27.6576138634045,37.8878719864617,"63","2",,"1"
27.6913824624945,37.8848215226374,"64","2",,"1"
27.6953315,37.883289,"65","2",,"1"
27.7015434936858,37.8820689966939,"66","2",,"1"
27.7167444798864,37.882748492181,"67","2",,"1"
27.724257,37.880494,"68","2",,"1"
27.7315144910881,37.8786980044944,"69","2",,"1"
27.6533402922742,37.8798079934241,"70","2",,"1"
27.7208279494879,37.8838365108862,"71","2",,"1"
27.7395969663521,37.8784835157256,"72","2",,"1"
27.5806274979041,37.9137925003606,"73","3",,"1"
27.6034295199223,37.9090884910976,"74","3",,"1"
27.6086095,37.911446,"75","3",,"1"
27.5536555064541,37.9145109983755,"76","2",,"1"
27.5570079793322,37.9065380146194,"77","2",,"1"
27.55397,37.902678,"78","2",,"1"
27.545294984812,37.9086180219542,"79","2",,"1"
27.5524919689862,37.9008425380545,"80","2",,"1"
27.541368,37.913124,"81","2",,"1"
27.5293239819441,37.9235455259777,"82","2",,"1"
27.5375675289653,37.9332799929292,"83","3",,"1"
27.55795,37.9265995,"84","3",,"1"
27.5520039760575,37.9340325096299,"85","3",,"1"
27.5472799856875,37.9450455569226,"86","3",,"1"
27.5971884920635,37.9352699833734,"87","3",,"1"
27.7560394862471,37.9198035072345,"88","3",,"1"
27.7754180017764,37.9154524936632,"89","3",,"1"
27.6966874905451,37.9527490057644,"90","4",,"1"
27.7133163260487,37.9489730802133,"91","3",,"1"
28.0269464812343,37.55167602131,"121","4",,"1"
27.8063059892819,37.9197385828257,"92","3",,"1"
27.8556215,37.8825805,"93","3",,"1"
27.752404484389,37.8893960178931,"94","3",,"1"
27.6408270425261,37.9021159898254,"95","3",,"1"
27.6119859402896,37.9461024996569,"96","3",,"1"
27.6000925043443,37.8560515009046,"97","2",,"1"
27.5934535,37.854909,"98","2",,"1"
27.59081,37.8545705,"99","2",,"1"
27.588669,37.854352,"100","2",,"1"
27.5838239713799,37.8534439904499,"101","2",,"1"
27.5812925,37.852555,"102","2",,"1"
27.553771,37.8518115,"103","2",,"1"
27.5569884695321,37.853426505593,"104","2",,"1"
27.5227359547842,37.8524534877828,"105","2",,"1"
27.506778042602,37.8526445141971,"106","2",,"1"
27.5021750183381,37.8533895020353,"107","2",,"1"
28.0117759923429,37.918143003595,"122","3",,"1"
28.0177854537204,37.9184174873783,"123","3",,"1"
28.2674699518794,37.913618501553,"139","2",,"1"
27.948187999816,37.8902979998912,"108","3",,"1"
27.9728344966779,37.8709440003157,"109","2",,"1"
27.9573078319667,37.8675329849002,"110","2",,"1"
27.9897316078664,37.8614050034379,"111","2",,"1"
27.9962754893822,37.8613380004584,"112","2",,"1"
27.9102547183358,37.8592480016635,"113","2",,"1"
27.9654250159358,37.8617125055603,"114","2",,"1"
27.864185885173,37.872514728414,"115","3",,"1"
27.869280476165,37.8552774871567,"116","2",,"1"
27.8743074865686,37.8526689965923,"117","2",,"1"
27.9018789950809,37.7337610026808,"118","3",,"1"
27.9689735191502,37.7042719949464,"119","3",,"1"
27.9912550003426,37.5676569995432,"120","4",,"1"
28.3552135,37.9313415,"137","2",,"1"
28.2869225482148,37.9197920339426,"138","2",,"1"
28.0267292932319,37.9208404998719,"124","3",,"1"
28.057053,37.917202,"125","3",,"1"
28.060154,37.9086505,"126","3",,"1"
28.0654825,37.9012775,"127","3",,"1"
28.12499252125,37.9032710169534,"128","3",,"1"
28.1736210455888,37.9237270686165,"129","3",,"1"
